Clothing ID,Age,Title,Rating,Division Name
1081,52,Too short but otherwise great!,satisfied,General Petite
1081,53,Great casual dress,very satisfied,General Petite
1037,41,,neutral,General
1037,55,Favorite pant---until they ripped,unsatisfied,General
1081,32,Cute basic  --- found it to be tts!,satisfied,General Petite
1081,51,Perfect grab & go!,very satisfied,General Petite
1037,43,Fun and versatile,very satisfied,General
1081,25,Perfect travel/summer dress,very satisfied,General Petite
1081,61,The regular size fit my petite frame well,very satisfied,General Petite
1037,35,Fell apart after 3 wearings,very unsatisfied,General
1103,39,Tts or runs big,very satisfied,General Petite
1037,42,Must have,very satisfied,General
1171,30,Fun bottom,very satisfied,Initmates
829,65,"Light, airy & pretty",very satisfied,General
1081,52,Simple yet sexy and feminine,very satisfied,General Petite
1037,48,"Love, love, love!!!!!",very satisfied,General
1081,24,,satisfied,General Petite
1037,52,These pants are to die for!,very satisfied,General
1171,26,Love retailer bathing suits!,very satisfied,Initmates
1081,52,Runs really small,unsatisfied,General Petite
863,64,Comfy and cute,very satisfied,General
1110,51,Pretty but cheaply made,unsatisfied,General
498,48,,unsatisfied,General Petite
863,37,,very satisfied,General
1110,36,Fun and flowy,very satisfied,General
1036,45,Pricey but bam!,very satisfied,General Petite
881,32,Flattering and stylish,very satisfied,General
1110,39,Such a disappointment!,very unsatisfied,General
863,47,Cute and comfy tee,satisfied,General
498,44,Love the petite!,very satisfied,General Petite
498,36,Soft,very satisfied,General Petite
863,66,Nice tee - flattering!,very satisfied,General
975,39,Trend of he seson,very satisfied,General
835,39,Wasn't sure at first,very satisfied,General
1110,38,"Beautiful, but...",neutral,General Petite
863,46,Sloppy looking but pretty colors,unsatisfied,General
1095,63,,satisfied,General
863,45,,very satisfied,General
498,34,,satisfied,General Petite
863,41,Sloppy top,unsatisfied,General
863,45,"Versatile, everyday tee---dress up or dress down.",satisfied,General
1110,53,This is polyester...,very unsatisfied,General Petite
863,35,Completely disappointed!,satisfied,General
498,43,"Great colors, wide straps, sheer",satisfied,General Petite
1074,45,Classy & adorable,satisfied,General
863,48,Super soft!,very satisfied,General
1110,49,Size down on this one.,satisfied,General Petite
937,43,,very unsatisfied,General
1110,34,Poor quality for price,unsatisfied,General Petite
863,39,,very satisfied,General
975,55,Disappointed,unsatisfied,General
863,29,Beautiful color,very satisfied,General
881,49,Cant' wait to wear this!,very satisfied,General
863,36,"A great, classic t-shirt with flare",satisfied,General
863,57,Wanted to like it,very unsatisfied,General
863,61,So soft and comfy,very satisfied,General
498,55,Perfect tank!,very satisfied,General Petite
863,42,"Cute, nice weight tee",satisfied,General
937,29,Itchy!,neutral,General
1110,50,"Cute design, poor material",unsatisfied,General Petite
863,63,,very satisfied,General
863,29,Comfortable long-sleeved tee,satisfied,General
975,60,,neutral,General
863,38,Easy top,very satisfied,General
996,40,Beautiful skirt,very satisfied,General
863,40,Stylish tee,very satisfied,General
1036,41,Wow!,very satisfied,General Petite
863,27,Love it!,very satisfied,General
965,39,Cute,satisfied,General
835,26,Like it but it is too loose,neutral,General
937,52,Itchy itchy,unsatisfied,General
1110,46,,satisfied,General Petite
560,45,Wonderful work to dinner dress,very satisfied,General
820,53,I love it!,very satisfied,General Petite
839,35,Western shirt with a feminine flare,satisfied,General Petite
820,54,Pretty blouse,satisfied,General Petite
1081,45,Runs large,satisfied,General Petite
820,33,Horrible,very unsatisfied,General Petite
820,34,Could be cute on the right person,unsatisfied,General Petite
829,37,Beautiful transition piece,very satisfied,General Petite
872,53,Great casual top,very satisfied,General Petite
820,42,Inconsistent all the way around,neutral,General Petite
829,66,Love it,very satisfied,General Petite
872,31,Amazing canary yellow but a little transparent,very satisfied,General Petite
820,58,Beautiful blouse,very satisfied,General Petite
1066,60,"If they still have your size, buy these",satisfied,General
1066,58,Cooommfey!!,very satisfied,General
820,44,Not at all as it looks online,unsatisfied,General Petite
872,43,Love this shirt!,very satisfied,General Petite
872,38,Love this basic with a twist,satisfied,General Petite
820,66,Too bad,unsatisfied,General Petite
839,60,Stunning classic,very satisfied,General Petite
990,62,Painful but beautiful,neutral,General
829,50,Such a cute top!,satisfied,General Petite
837,63,"Great fabric, but...",neutral,General
872,33,Linen tee,very satisfied,General Petite
872,36,,very satisfied,General Petite
820,53,So disappointed!,neutral,General Petite
820,56,Another floreat top misses the mark,very unsatisfied,General Petite
872,47,A versatile keeper,very satisfied,General Petite
839,45,Love it,very satisfied,General Petite
872,35,Love,very satisfied,General Petite
829,44,Too boxy,satisfied,General Petite
872,39,It's always sunny,very satisfied,General Petite
820,39,So unflattering....nothing like picture,very unsatisfied,General Petite
829,64,So cute!,very satisfied,General Petite
872,39,Another basic tee,satisfied,General Petite
820,52,Fall boho,very satisfied,General Petite
872,45,Versatile,very satisfied,General Petite
820,36,Beautiful peasant top,very satisfied,General Petite
877,62,Love this tunic!,very satisfied,General
1005,53,Wish it wasn't suede,very satisfied,General
877,49,Seems to run a bit small,neutral,General
376,38,Super soft,very satisfied,Initmates
1104,40,Awesome dress!,very satisfied,General
862,57,Fit is slimming,very satisfied,General
936,49,,satisfied,General
936,40,"Very beautiful, just as pictured",very satisfied,General
1096,35,,very satisfied,General
862,47,Soft tee with nice details,very satisfied,General
147,58,Pleasant dreamy pjs,very satisfied,Initmates
1123,53,Awesome jacket!,very satisfied,General
862,32,Wonderful top to dress up or down,very satisfied,General
1096,49,Gorgeous!!!,very satisfied,General
1076,54,I loved it!,very satisfied,General
1123,49,Nice jacket,satisfied,General
376,51,Beautiful for 1 day,neutral,Initmates
1076,39,"Cute, need tall boots",satisfied,General
1096,41,Channeling laura ingalls wilder,neutral,General
86,48,Size up,satisfied,Initmates
877,27,,satisfied,General
1123,70,Awesome jacket,very satisfied,General
881,61,Perfect top,very satisfied,General
1096,58,Sister wife,satisfied,General
862,35,I love this shirt,very satisfied,General
376,35,,very satisfied,Initmates
264,29,My favorite invisible socks,very satisfied,Initmates
1076,32,Not as pictured,very unsatisfied,General
1076,62,A huge miss that could've been a hit,unsatisfied,General
831,38,Happy birthday to me!,very satisfied,General
1076,34,Love this boho dress,satisfied,General
147,48,,very satisfied,Initmates
1096,46,Swiss milkmaid,neutral,General
909,60,"Quality, classy sweater!",very satisfied,General Petite
1096,63,Dress review,very satisfied,General
1076,60,Adorable,satisfied,General
1076,67,How do i use my arms???,unsatisfied,General
1135,37,Love this skirt,very satisfied,General
865,39,Unflattering fit,very unsatisfied,General
1076,22,,very unsatisfied,General
936,68,,very satisfied,General
1059,40,Love this jumpsuit!,very satisfied,General
147,36,Sleeping in comfort & beauty,very satisfied,Initmates
909,44,"Very nice, but it's not for tall girls?",very satisfied,General Petite
1096,59,"Gorgeous, imaginative dress",very satisfied,General
1076,37,I really don't have enough bad things to say...,very unsatisfied,General
1096,43,Probably not for everyone,very satisfied,General
877,33,Love it!!,very satisfied,General
1096,40,,unsatisfied,General
927,46,Really lovely sweater coat,very satisfied,General
936,38,Stunning!!,very satisfied,General
936,50,Lovely jacket,satisfied,General
936,47,Another timeless piece!,very satisfied,General
1096,56,"Late 1960s, eastern european-looking, beautiful!",very satisfied,General
1096,53,Exotic,very satisfied,General
936,38,Didn't work for my curvy hips,satisfied,General
936,49,A signature piece,very satisfied,General
1123,41,Gorgeous jacket,satisfied,General
877,39,Laid back and stylish,satisfied,General
1135,49,Gorgeous; consider sizing up,very satisfied,General
1092,31,Disappointing,neutral,General
1096,30,Such a beautiful dress!,very satisfied,General
1076,58,Totally off the mark,very unsatisfied,General
877,65,,satisfied,General
1096,39,Read beardedlady's review,very satisfied,General
147,46,,very satisfied,Initmates
1123,49,Incredible quality and style,very satisfied,General
1123,52,Beautiful jacket - feels like leather,very satisfied,General
936,57,Lovely,very satisfied,General
877,57,Versatile comfort,very satisfied,General
935,23,Hooded ludlow vest,very satisfied,General
1096,22,Love,very satisfied,General
1096,34,So beautiful!,satisfied,General
877,34,"I love the look, might snag",satisfied,General
1104,25,So soft!,satisfied,General Petite
975,32,Fabric split apart after one day of wear,very unsatisfied,General
131,23,Comfy chic,very satisfied,General
131,31,Wanted to love,neutral,General
880,45,Joliette,satisfied,General
870,39,Casual but with sparkle,satisfied,General Petite
895,39,Red for me,very satisfied,General
895,35,Great fit,very satisfied,General
592,58,Lovely but...,satisfied,General
592,44,Favorite shorts,very satisfied,General
895,58,Unique and comfortable design,satisfied,General
895,41,Perfect ruffle pullover,very satisfied,General
880,41,"Well made, good fit",very satisfied,General
843,33,Design flaw,very unsatisfied,General
863,39,"Great product, not so great fabric",unsatisfied,General Petite
895,42,Great sweater!,very satisfied,General
131,37,"Great design, but poor quality",neutral,General
592,37,,very satisfied,General
592,34,Love and hate,satisfied,General
870,31,,very satisfied,General Petite
880,56,Excellent top,very satisfied,General
131,45,Outdoor guilt,very satisfied,General
975,49,Unflattering cut,neutral,General
895,38,Prettier in person,very satisfied,General
895,47,Adorable - better in person!,very satisfied,General
131,48,A must have for every wardrobe!,very satisfied,General
1033,21,You had me at hello,very satisfied,General
860,30,Comfy but sexy,very satisfied,General
1056,20,Roll-ups that are versitile,very satisfied,General
1110,57,Beautiful,very satisfied,General
1116,53,Absolutely keeping this one,very satisfied,General
860,40,Gorgeous top,very satisfied,General
1110,53,A classic made for modern times,very satisfied,General
858,29,Perfect for spring,very satisfied,General Petite
1033,41,"Love everything about these, except for the butt.",neutral,General
1110,51,,very satisfied,General
950,31,Beautiful but fit awkwardly,neutral,General
1110,49,Beautiful cut and so comfortable!,very satisfied,General
916,42,Light and versatile,satisfied,General Petite
619,36,,very satisfied,General
1056,33,Perfect!,very satisfied,General
1033,45,Great alternative to your skinny jeans,very satisfied,General
916,33,Mini version????,neutral,General Petite
860,74,Classy,very satisfied,General
964,46,Denim joy,very satisfied,General
1056,66,Favorite new pants!,very satisfied,General
1056,53,Most. comfortable. pants. ever.,very satisfied,General
860,55,,neutral,General
626,39,Meh... not doing it for me,neutral,General Petite
1110,56,,very satisfied,General
858,62,,very satisfied,General Petite
1033,46,Take the crop jean plunge,very satisfied,General
964,39,Fun pretty piece,very satisfied,General
1033,53,,very satisfied,General
1110,31,"Cute dress, quality is only ok",satisfied,General
950,41,Perfect for fall,very satisfied,General
1033,55,Fun jeans!,very satisfied,General
1116,37,Beautiful colors but poor quality and bulky,unsatisfied,General
916,32,"Long, simple vest",very satisfied,General Petite
860,46,Cute tee with a bit extra!,very satisfied,General
1056,32,Soft and flattering,very satisfied,General
860,52,,satisfied,General
858,53,,very satisfied,General Petite
1094,31,Very cute,very satisfied,General Petite
148,48,Adorable whimsical soft wonderful,very satisfied,Initmates
860,56,Not for large busts,neutral,General
1110,50,Unique,very satisfied,General
1033,36,Cute!,very satisfied,General
1116,40,Fabulous!!!!!,very satisfied,General
964,36,Light and sweet,very satisfied,General Petite
1110,46,Simply beautiful,satisfied,General
619,53,Runs about 2 sizes too small,neutral,General
1033,46,Disappointed,neutral,General
860,49,"Has some good things going for it but didn't ""wow""",satisfied,General
860,43,Exceeded expectations,very satisfied,General
1033,55,I. love. these. jeans.,very satisfied,General
1110,66,Lots of compliments,satisfied,General
1056,40,Get this pants stat!,very satisfied,General
1110,40,Beautiful and unique,very satisfied,General
860,58,Beautiful black top,very satisfied,General
1033,46,Super cute,very satisfied,General
1080,67,Pretty pretty,very satisfied,General Petite
860,37,Light and breezy,neutral,General
1110,22,,very satisfied,General
1033,45,Just great,very satisfied,General
1056,25,Really great!,very satisfied,General
1110,51,Versatile dress,very satisfied,General
1110,38,Cute dress but runs large!,neutral,General
1033,41,Wanted to love these jeans,satisfied,General
1080,50,Odd skirt,neutral,General Petite
1033,60,New favorite jeans,very satisfied,General
619,31,Runs 1-2 sizes too small,satisfied,General
626,33,Good short,satisfied,General Petite
1033,44,Awesome jeans,very satisfied,General
626,24,,unsatisfied,General Petite
1110,60,"Fun, great design if it was a solid or small print",satisfied,General
148,49,Tea time sleep pant,very satisfied,Initmates
619,31,,very satisfied,General
1110,43,Nice flow,very satisfied,General
619,35,Size up!,satisfied,General
1110,33,100% gorgeous,very satisfied,General
1056,40,Greatest pants ever-too bad retailer planned poorly,neutral,General
860,41,,satisfied,General
148,54,Live this,very satisfied,Initmates
1110,47,Stunning,very satisfied,General
619,33,Comically bad,unsatisfied,General
1033,55,Jean of my dreams!,very satisfied,General
1110,45,Perfect dress for almost any occasion,very satisfied,General
619,31,Super cute and super small,neutral,General
844,31,Boho chic at it's finest!,very satisfied,General
1110,41,Super unique   great fall dress,very satisfied,General
1094,34,Extremely soft and comfortable,satisfied,General Petite
950,38,Heavy and boxy,neutral,General
1056,47,Very nice and versatile pants,satisfied,General
1056,59,Great travel pant!,very satisfied,General
1110,36,A stunner,very satisfied,General
1116,53,Awesome,very satisfied,General
1033,41,,very satisfied,General
1110,54,The look!,very satisfied,General
1110,45,Beautiful,very satisfied,General
1080,44,Vintage princess,satisfied,General Petite
1110,65,,very satisfied,General
860,58,,satisfied,General
1094,43,,satisfied,General Petite
1033,36,My new every day jeans,very satisfied,General
1033,48,More faded than they look here,neutral,General
964,24,Unexpectedly in love,very satisfied,General Petite
1033,55,,very satisfied,General
1072,33,Cute but thin,neutral,General
996,59,,satisfied,General
1020,52,"Great color, great skirt",very satisfied,General
1039,44,Don't bother,very unsatisfied,General
1094,29,Great quality and flattering,very satisfied,General Petite
1111,26,"Beautiful in the pic, fits kind of funny in person",neutral,General
1020,62,,satisfied,General
1033,41,,very satisfied,General
1094,22,Great cut,satisfied,General Petite
1072,25,,very satisfied,General
1056,42,"I ""heart"" this!",very satisfied,General
1020,26,The skirt,very satisfied,General
1094,39,Flattering and rich colors,satisfied,General Petite
1094,38,Vintage - classic style,satisfied,General Petite
1020,36,Luxurious!,very satisfied,General
1094,52,,very satisfied,General Petite
1094,35,"Completely agree, not worth it",unsatisfied,General Petite
1094,36,,satisfied,General Petite
1020,40,Love it!,very satisfied,General
1094,32,,very satisfied,General Petite
941,55,Beautiful periwinkle softness,very satisfied,General
1020,38,"Beautiful cut, fabric not so great",satisfied,General
1033,38,Lean and long,very satisfied,General
830,41,,very satisfied,General
1094,64,Wine color extremely drab; styling unflattering,neutral,General Petite
1008,40,,satisfied,General Petite
1094,45,Great fit!,satisfied,General Petite
1094,62,Curves ahead,very satisfied,General Petite
1072,52,Love!,very satisfied,General
1085,43,Expect it to be the same length as on model,satisfied,General Petite
1013,31,"Lovely fabric, unsure of fit",neutral,General
1033,57,Black pilcor pants,very satisfied,General
1094,49,,satisfied,General Petite
941,46,Beautiful sweater,very satisfied,General
1072,51,Loved how the front looked.,satisfied,General
1008,26,"Simple , lovely color. interesting neoprene fabric",very satisfied,General Petite
1033,46,Love these!,very satisfied,General
1094,45,Elorn will be worn,satisfied,General
1020,44,Simply sweet skirt,very satisfied,General
1094,48,"Good dress, makes your figure look great",satisfied,General
1020,48,Good skirt,satisfied,General Petite
941,45,Thick and cozy,satisfied,General
1094,36,Nothing special,neutral,General
941,48,Itchy,unsatisfied,General
1020,75,,very unsatisfied,General Petite
1039,44,Mom jeans worthy of a snl skit,unsatisfied,General
1072,29,,very satisfied,General
1094,24,,very unsatisfied,General
941,42,For people with really long arms!,unsatisfied,General
941,28,Nothing to rave about,neutral,General
1020,33,"Flexible, forgiving, lightweight",neutral,General Petite
1033,37,Loved the style/didn't work for me,neutral,General
1020,33,Simply beautiful,very satisfied,General Petite
1094,48,Pretty and simple,very satisfied,General
1020,65,Gorgeous skirt!,very satisfied,General Petite
1072,35,"Beautiful, but needs alterations.",satisfied,General
1056,47,"Flattering, great material",very satisfied,General
1072,26,Love this dress!,very satisfied,General
996,38,Color is too muted and material is odd,neutral,General
1020,31,Awkward ruching at waist,unsatisfied,General Petite
1072,48,Super cute!,satisfied,General
1072,23,Comfortable & lovely,very satisfied,General
1094,47,Sale!,very satisfied,General
1078,41,Love it,very satisfied,General
1078,42,Runs very large,neutral,General
1078,37,"A unique, fun piece",very satisfied,General
1038,47,Comfy,very satisfied,General Petite
819,40,,very satisfied,General
1078,41,Slightly annoyed,neutral,General
1126,33,Cute jacket but not good quality,satisfied,General Petite
862,50,Beautiful!,very satisfied,General
1078,39,"Like enough, but passed",satisfied,General
819,39,"Very cute, short",very satisfied,General
1078,31,Misleading product photos,neutral,General
1038,48,Love these!,very satisfied,General Petite
1078,55,Awesome dress,very satisfied,General
1078,41,Love it!,very satisfied,General
819,34,Nice light weight top for summer!,very satisfied,General
1126,71,Incredible find!,very satisfied,General Petite
1078,35,Pretty and flowy,neutral,General
819,69,,very unsatisfied,General
1116,53,Run and buy this coat today!,very satisfied,General
1078,39,Love this dress!,very satisfied,General
862,60,,very satisfied,General
1116,60,5 star perfection,very satisfied,General
873,48,Luxurious!,very satisfied,General
888,46,,neutral,General
827,26,Too billowy,neutral,General Petite
862,46,Love it!,very satisfied,General
862,37,Wanted to love but couldn't,unsatisfied,General
1078,23,Great,very satisfied,General
1035,41,Love love love,very satisfied,General Petite
819,33,Drive-in plaid tank,neutral,General
1116,40,Very attractive coat,satisfied,General
1126,28,,neutral,General Petite
1116,47,Beautiful but too wide for my petite frame,satisfied,General
1116,47,,satisfied,General
819,30,Confusing sizing,neutral,General
1078,50,,very satisfied,General
1038,48,Huge!!,very unsatisfied,General Petite
1116,48,Very nice!,very satisfied,General
862,48,,unsatisfied,General
1038,51,Best. jeans. ever.,very satisfied,General Petite
1088,48,Stunner,satisfied,General
862,43,Runs large and is not flattering,unsatisfied,General
1078,53,,very satisfied,General
1116,43,For the woman who is vibrant and dynamic,very satisfied,General
1078,51,,neutral,General
1038,37,Super comfy and stylish jeans,very satisfied,General Petite
818,80,Completely sheer!,neutral,General
873,34,,very unsatisfied,General
1078,57,Fun and flattering,very satisfied,General
1078,51,"Very pretty, but truly gigantic!",satisfied,General
1035,42,Nice but a little skinny,satisfied,General Petite
1078,35,,very satisfied,General
1078,45,Great dress,very satisfied,General
1078,36,Gorgeous print,very satisfied,General
862,37,Beautiful top,satisfied,General
873,42,Love this!,very satisfied,General
862,47,,satisfied,General
1080,30,I wanted to love this,very unsatisfied,General Petite
1080,53,Worth the wait,very satisfied,General Petite
574,26,,satisfied,Initmates
1110,31,Dreamy dress!,very satisfied,General
929,56,Very simple but adorable form,satisfied,General
1110,57,Looks like a painting,very satisfied,General
1080,35,Great dress!,very satisfied,General Petite
860,53,Nice basic,satisfied,General
909,48,Disappointed in quality,neutral,General
254,69,This will not fit bustier women,unsatisfied,Initmates
833,50,Fun summer top,very satisfied,General Petite
1080,33,Perfect summer wedding dress,very satisfied,General Petite
1080,50,,neutral,General Petite
1110,52,"Not polyester, allelujah!",very satisfied,General
1022,40,New favorite jeans!,very satisfied,General
254,43,"Love, love, love",very satisfied,Initmates
1080,34,Not a good fit,unsatisfied,General Petite
1080,24,Wanted to love it...,unsatisfied,General Petite
1110,45,Beautiful dress but needs a slip,satisfied,General
254,39,Not for the long waisted,neutral,Initmates
254,45,"Lovely, flattering, comfortable",very satisfied,Initmates
1080,39,Too many pleats,unsatisfied,General Petite
1022,32,Ag wins again,very satisfied,General
1080,33,Maximizes bust if that's what you want,satisfied,General Petite
1080,42,Feminine dress,very satisfied,General Petite
929,47,"On the right person, maybe?",unsatisfied,General
1080,39,Cute,very satisfied,General Petite
833,39,Beautiful tank to wear for years,very satisfied,General Petite
1110,28,Beautifully made; lovely pattern and colors,very satisfied,General
1110,47,Beautiful dress,very satisfied,General
1080,28,,very satisfied,General Petite
1080,36,Pretty dress - for the right skin tone,satisfied,General Petite
860,51,Love it!,very satisfied,General
1080,40,,very satisfied,General Petite
254,28,Not cute,unsatisfied,Initmates
574,26,Good not great,satisfied,Initmates
1110,44,Beautiful dress; so excited to wear it!!!,very unsatisfied,General
860,29,Cute turtleneck,very satisfied,General
254,34,"Wanted to love it, but it's too short",unsatisfied,Initmates
909,27,Fabric felt cheap,unsatisfied,General
860,54,"Love the top, but the armholes!",unsatisfied,General
1080,24,Floral dress,very satisfied,General Petite
1110,63,The print is a work of art - i love this dress,very satisfied,General
1022,45,"Love, love these jeans",very satisfied,General
1080,36,As pictured,very satisfied,General Petite
1080,27,Feminine and adorable,satisfied,General Petite
1110,43,Lovely easy dress,satisfied,General
860,49,Nice...but not true white,satisfied,General
929,45,I really wanted to love this but...,neutral,General
1074,33,Had high hopes!,satisfied,General
929,53,Too boxy,neutral,General
833,47,"Beautiful, huge armholes",satisfied,General
833,51,Bright but boxy,very satisfied,General
929,30,,unsatisfied,General
1110,55,Gorgeous and flattering,very satisfied,General
1022,54,Love these jeans!,very satisfied,General
1110,34,Doesn't flare at bottom,very satisfied,General
1080,44,Beautiful,very satisfied,General Petite
860,67,Just as shown,very satisfied,General
1110,70,Lovely unique dress,very satisfied,General
1080,37,,very satisfied,General Petite
1080,53,Better in person,very satisfied,General Petite
833,45,"Gorgeous top, with the right bra (or lack thereof)",very satisfied,General
860,27,Beautiful top but large arm holes,neutral,General
1135,44,Simple & elegant,very satisfied,General
1110,51,A monet painting,very satisfied,General
833,26,My newest go to,very satisfied,General
1028,41,New favorite jeans!!,very satisfied,General
860,30,Wear this tank anywhere,very satisfied,General
860,63,Huuuuuuge armholes!!!!,neutral,General
254,27,,very satisfied,Initmates
1022,26,So comfy,very satisfied,General
833,56,Beautiful but wide,satisfied,General
1074,56,The perfect red dress,very satisfied,General
1022,36,Great fit!,very satisfied,General
254,32,This product fits well,very satisfied,Initmates
574,60,Looks nothing like the photo,very unsatisfied,Initmates
860,40,Loved the style but was too short on me,neutral,General
1080,34,Beautiful flowy dress,very satisfied,General Petite
1110,24,,very satisfied,General
1022,33,,very satisfied,General
909,48,Pretty and lightweight.,very satisfied,General
1080,30,Might work for narrow hips,neutral,General Petite
929,62,Stylish,very satisfied,General
1080,58,,very satisfied,General Petite
860,61,Who was the petite fit model for this?,unsatisfied,General
860,54,This product runs too small.,neutral,General
1110,40,,satisfied,General
929,38,Great fall piece,satisfied,General
1110,39,Gorgeous print,very satisfied,General
1080,39,Very femme,satisfied,General Petite
860,30,Love the top,very satisfied,General
929,46,A new wardrobe staple!,very satisfied,General
860,59,,very satisfied,General
929,44,Chunky/cute,satisfied,General
1080,43,Yay!!,very satisfied,General Petite
1080,61,,very satisfied,General Petite
254,31,Size l is true to size and flattering,very satisfied,Initmates
1080,50,Beautiful,very satisfied,General Petite
1080,34,Ah-mazing dress!!,very satisfied,General Petite
1080,49,Gorgeous on anyone as long as you aren't pale,very satisfied,General Petite
1022,59,Perfection!,very satisfied,General
1080,64,Can't wait for warmer weather,very satisfied,General
254,35,,satisfied,Initmates
895,32,Great shirt for work,very satisfied,General Petite
1080,37,Perfect summer dress,very satisfied,General
1080,39,Elegant!,very satisfied,General
1022,26,Fit like a dream!,very satisfied,General
929,45,Cozy!,very satisfied,General
1110,28,Beautiful.,very satisfied,General
1110,61,May be for you but not me,neutral,General
860,55,,very satisfied,General
1080,34,"Great dress, too big in the chest",satisfied,General
879,45,Perfect lightweight sweater for spring!,very satisfied,General
1009,22,Sweet and romantic little piece,very satisfied,General Petite
1068,38,Great pants,very satisfied,General Petite
879,44,"Go-to, throw over anything sweater",satisfied,General
1025,35,Lovely jeans,neutral,General
284,36,,very unsatisfied,Initmates
862,37,Neck tight,neutral,General Petite
1009,35,Perfect everyday skirt,satisfied,General Petite
1086,33,Great color and length,very satisfied,General Petite
838,57,,very satisfied,General
838,32,This product has a cute design and nice fabric.,very satisfied,General
1100,31,Too much fabric,neutral,General Petite
877,38,Nothing special...,unsatisfied,General
157,30,"Soft, comfy and well made!",very satisfied,Initmates
1068,59,Hard to top,satisfied,General Petite
862,41,Beautiful embroidery detail,satisfied,General Petite
879,27,Love the style,very satisfied,General
157,66,Love plaid,very satisfied,Initmates
838,52,Very boxy,unsatisfied,General
1028,41,Love the wide legs,satisfied,General
1028,53,Absolutely perfect!!!,satisfied,General
157,48,"As pictured, but not slimming as i hoped",satisfied,Initmates
1068,42,Exactly what i was looking for!,very satisfied,General Petite
1028,91,Pajama jeans,unsatisfied,General
877,29,Unique little sweatshirt top,satisfied,General
1068,46,My go to,very satisfied,General Petite
838,41,Really wanted to like it,unsatisfied,General
838,34,Photos on model misleading,unsatisfied,General
1100,36,Polyester! urrrrgh,unsatisfied,General Petite
877,41,Cute but a bit too long,unsatisfied,General
877,53,"Cute on the model, but not in person",neutral,General
877,42,Size down,neutral,General
1060,53,Finally--pants for real women!,very satisfied,General Petite
1036,66,Way too tight,neutral,General
879,61,I was disappointed.,unsatisfied,General
836,50,Beautiful and elegant tank,very satisfied,General
1036,50,My new favorite jean!!!,very satisfied,General
1068,34,Comfortable & versatile,very satisfied,General Petite
879,37,Just didn't work for me,neutral,General
879,51,Lightweight sweater,satisfied,General
1060,35,Highest quality trousers i've found this fall!,very satisfied,General Petite
1068,39,Perfect summer pants,very satisfied,General Petite
862,43,More beautiful in person,very satisfied,General Petite
838,34,,very satisfied,General
862,24,,very satisfied,General Petite
1068,29,Great find,very satisfied,General Petite
879,40,Snags easily,very unsatisfied,General
1068,38,,very satisfied,General Petite
838,30,"Unique, gorgeous and timeless!",very satisfied,General
877,46,Choral ruffle top,neutral,General
771,35,,satisfied,General Petite
879,44,Disappointed,neutral,General
1025,55,I am so happy i got these amazing jeans!!!,very satisfied,General
862,26,Gorgeous embroidery,neutral,General
1028,34,,satisfied,General
1068,37,"Perfect, casual pant",very satisfied,General Petite
877,43,Great design,satisfied,General
1083,35,,very satisfied,General
1078,36,,very satisfied,General Petite
1083,45,Worth every penny,very satisfied,General
1083,41,Amazing dress!,very satisfied,General
1083,42,Classic and timeless,very satisfied,General
1083,27,Boom,very satisfied,General
1083,30,Beautiful dress,very satisfied,General
1083,44,Such a great fit!,very satisfied,General
1083,56,Gorgeous black dress,very satisfied,General
1083,29,Perfect black dress,very satisfied,General
1083,26,Unique compliment getter,very satisfied,General
1083,44,Fabulous!,very satisfied,General
1083,40,,very satisfied,General
1083,44,Not a $300 dress,neutral,General
1078,42,Cute dress,satisfied,General Petite
1083,60,Carissima sheath,very satisfied,General
1083,30,Beautiful dress!,very satisfied,General
1083,37,Another beautiful byron lars dress!,very satisfied,General
1083,37,Beautiful idea...,neutral,General
1083,34,Stunning,very satisfied,General
1083,28,Great lbd!,very satisfied,General
1083,25,"Beautiful dress, disappointing fit",satisfied,General
1083,47,Beautiful but...,satisfied,General
1002,58,Versital and comfortable,very satisfied,General
1083,38,Perfectly delightful!,satisfied,General
1083,45,Fits like a glove,very satisfied,General
1078,29,Adorable!,very satisfied,General Petite
632,35,Great beach shorts,very satisfied,Initmates
1083,26,Just incredible,very satisfied,General
1078,36,Adorable,very satisfied,General Petite
1022,39,Love these jeans!,very satisfied,General
1083,34,Wonderful,very satisfied,General
1083,32,Showstopper!,very satisfied,General
907,53,,very satisfied,General
1083,41,,very satisfied,General
1002,91,,very satisfied,General
1083,45,Ladylike but sexy,very satisfied,General
1083,32,I love love this dress,very satisfied,General
1083,34,Looking for another reason to wear it!,very satisfied,General
1083,32,Amazing dress!!,very satisfied,General
1083,36,Love,very satisfied,General
1083,34,,very satisfied,General
1083,47,Form-fitting yet forgiving,very satisfied,General
1083,25,This dress makes me look 20 years younger,very satisfied,General
1083,76,Here&amp;#39;s a tip!,very satisfied,General
1083,63,My go-to dress for everything,very satisfied,General
1083,64,,very satisfied,General
1083,50,Meh - pretty but matronly,neutral,General
1083,38,,very satisfied,General
907,64,Very nice!,very satisfied,General
1083,50,,very satisfied,General
871,55,Pleasant surprise!,very satisfied,General
1083,31,Can i wear this everyday?? amaze!,very satisfied,General
1022,31,Buyer beware- stretches out significantly!,unsatisfied,General
1083,39,"Wanted to love this dress, but the cut is strange",neutral,General
936,42,Huge,satisfied,General Petite
1083,32,Amazing,very satisfied,General
632,60,Cute cover-up or summer top & shorts!,very satisfied,Initmates
1083,40,Beautiful but..,satisfied,General
